Item Code,Description,Base UOM,Item Group,Item Type
70054002,"1/2"" ECCO 3 WAY PVC MINI VALVE - MFM",PC,70,7
70054003,"1/2"" ECCO 3 WAY PVC MINI VALVE - MMM",PC,70,7
7005404,"*SANIWARE CUTTERFLY HANDLE BRASS BALL COCK 1/2""",PC,70,7
70054323FF,"1/2"" ECCO PVC MINI BALL VALVE-323FF",PC,70,7
70054323MF,"1/2"" ECCO PVC MINI BALL VALVE 323MF",PC,70,7
70054323MM,"1/2"" ECCO PVC MINI BALL VALVE-323MM ",PC,70,7
70055100,"*1"" (25MM) S/STEEL BALL VALVE ",PC,70,7
70055104,"*1/2""(15MM) S/STEEL BALL VALVE",PC,70,7
70055106,"3/4""(20MM)  S/STEEL BALL VALVE  ",PC,70,7
70055112,"*1-1/4""(32MM) S/STEEL BALL VALVE",PC,70,7
70055140,"*1-1/2"" STAILESS STEEL BALL VALVE 304 ",PC,70,7
70056006,"3/4"" PVC BALL VALVE (P/E) ",PC,70,7
70056040,"4"" PVC BALL VALVE (P/E) THAI ",PC,70,7
700560401,"1/2"" X MMM ANA 3-WAY CR/BRASS MINI BALL VALVE",PC,70,7
700560402,"1/2"" X MFM ANA 3-WAY CR/BRASS MINI BALL VALVE ",PC,70,7
700560403,"1/2"" DML MALE TEE VALVE -SINGLE CONTROL",PC,70,7
700560404,"*1/2"" DML MALE TEE VALVE -DOUBLE CONTROL",PC,70,7
70057020,PP COMPRESSION BALL VALVE 20MM,PC,70,7
70057025,PP COMPRESSION BALL VALVE 25MM,PC,70,7
70057032,*PP COMPRESSION BALL VALVE 32MM,PC,70,7
700581002,"1/8"" X 1/4"" COMPRESSOR AIR COCK",PC,70,7
700582506,"PP COMPRESSION BALL VALVE CMI 25MM X 3/4""",PC,70,7
700604,"1/2"" ORTOLANI CONCEAL STOP COCK",PC,70,7
70060401,"1/2"" STOP COCK - MALAYSIA",PC,70,7
70060404,"*1/2"" CITY LIGHT DUTY STOP COCK-1002",PC,70,7
70060405,"4100BC(1/2"") VIP CONCEALED STOP COCK",PC,70-1,7
70060406,"4100AM(1/2"") VIP CONCEALED STOP COCK",PC,70-1,7
70060407,"1/2"" BRASS CONCEALED STOP COCK ",PC,70,7
70060408,"4304 VIP 1/2"" CONCEAL STOP COCK",PC,70-1,7
70060409,LEVER HANLE HL PVC WITH NYLON STRING 1011,SET,70,7
700606,"3/4"" ORTOLANI CONCEAL STOP COCK",PC,70,7
70060601,"3/4"" (K-4B/T)""KK BRAND"" BRASS STOP COCK ",PC,70,7
70060924,"2-1/2"" STOP COCK",PC,70,7
70061788,A-CLSS M+F W.H STOP COCK,PC,70,7
7006368,"1/2"" B368MB BLITON STOP COCK",SET,70,7
70067113E,"7113E 1/2"" BRASS STOP COCK",PC,70,7
70067113Q,"7113Q 1/2"" BRASS STOP COCK",PC,70,7
70070401,"1/2"" MG3101 SWING CHECK VALVE - CHINA",PC,70,7
70070402,"*1/2"" SPRING CHECK VALVE - YORK",PC,70,7
70070404,"1/2"" BRASS CHECK VALVE ",PC,70,7
70070601,"3/4"" CHECK VALVE - ITALY",PC,70,7
70070603,"3/4"" SPRING CHECK VALVE - YORK",PC,70,7
7007100,"1"" MG3101 SWING CHECK VALVE",PC,70,7
70071002,"1"" CHECK VALVE - YORK",PC,70,7
70071201,"1-1/4"" CHECK VALVE - ITALY",PC,70,7
70071202,"*1-1/4"" CHECK VALVE - YORK",PC,70,7
70071401,"1-1/2"" CHECK VALVE - CHINA",PC,70,7
70071402,"1-1/2"" SPRING CHECK VALVE - YORK",PC,70,7
70071404,"1-1/2"" MG3101 SWING CHECK VALVE ",PC,70,7
70072001,"2"" CHECK VALVE - CHINA",PC,70,7
70072002,"2""  SPRING CHECK VALVE - YORK",PC,70,7
70073002,"3"" CHECK VALVE - YORK",PC,70,7
70074002,"4"" CHECK VALVE - YORK",PC,70,7
70075001,VIV 108D DUAL INLET VALVE,PC,70,7
7007605,"3/4"" MG3101 SWING CHECK VALVE",PC,70,7
70080401,"*1/2"" GATE VALVE - CHINA",PC,70,7
70080402,"1/2""(15MM) BRASS GATE VALVE - ITALY/VLR",PC,70,7
70080601,"3/4"" GATE VALVE - CHINA",PC,70,7
70080602,"3/4"" GATE VALVE VIP",PC,70,7
70081001,"1""(25MM) GATE VALVE - ITALY",PC,70,7
70081003,"1"" GATE VALVE",PC,70,7
70081201,"1-1/4"" GATE VALVE - CHINA",PC,70,7
70081202,"1-1/4"" GATE VALVE - ITALY",PC,70,7
70081203,"*1-1/4"" YORK CHECK VALVE ",PC,70,7
70081401,"1-1/2"" GATE VALVE - CHINA",PC,70,7
70081402,"1-1/2""(40MM)BRASS GATE VALVE - ITALY/VLR",PC,70,7
70081403,"1-1/2"" YORK CHECK VALVE ",PC,70,7
70082001,"2"" BRASS GATE VALVE - CHINA",PC,70,7
70082003,"2"" YORK CHECK VALVE ",PC,70,7
70082401,"2-1/2"" BRASS GATE VALVE - CHINA",PC,70,7
70083001,"3"" BRASS GATE VALVE - CHINA",PC,70,7
70084002,"4"" ITALY GATE VALVES ",PC,70,7
70086500,"5"" CAST IRON D/F GATE VALVE - SM3464",PC,70,7
70087001,*90070#  ELEPHANT PVC COCK VALVE-THAILAND    ,PC,70,7
70087002,"1/2""(3029#) PVC BIB TAP WITH NOZZLE - MIX COLOUR",PC,70,7
700881055,AV-1055 3 WAY ANGLE VALVE  ,PC,70,7
700884055,AV-4055 3 WAY ANGLE VALVE  ,PC,70,7
70089014,"1-1/2""(535#) VIP BRASS GATE VALVE (PN16)",PC,70-1,7
70089020,"2""(535#) VIP BRASS GATE VALVE (PN16)",PC,70-1,7
700900100,"1/4""(F) X 1/4""(F) BRASS MINI AIR VALVE",PC,70,7
70090033,"*3/8""(F)  X 3/8""(F) BRASS MINI AIR VALVE",PC,70,7
70090111,"1/4""(M)  X 1/4""(M) BRASS MINI AIR VALVE",PC,70,7
70090133,"3/8""(M)  X 3/8""(M) BRASS MINI AIR VALVE",PC,70,7
70090211,"*1/4""(H)  X 1/4""(H) BRASS MINI AIR VALVE",PC,70,7
70090311,"1/4""(F)  X 1/4""(M) BRASS MINI AIR VALVE",PC,70,7
70090333,"3/8""(F) X 3/8""(M) BRASS MINI AIR VALVE ",PC,70,7
70090334,"3/8""(H) X 3/8""(H) BRASS MINI AIR VALVE",PC,70,7
70090401,"1/2"" PVC HANDLE FLOAT VALVES",PC,70,7
70090411,"1/4""(F)  X 1/4""(H) BRASS MINI AIR VALVE",PC,70,7
70090413,"1/4""(F)  X 3/8""(H) BRASS MINI AIR VALVE",PC,70,7
70090431,"*3/8""(F) X 1/4""(H) BRASS MINI AIR VALVE ",PC,70,7
70090433,"3/8""(F)  X 3/8""(H) BRASS MINI AIR VALVE",PC,70,7
70090511,"1/4""(M)  X 1/4""(H) BRASS MINI AIR VALVE",PC,70,7
70090531,"*3/8""(M)  X 1/4""(H) BRASS MINI AIR VALVE",PC,70,7
70090533,"3/8""(M)  X 3/8""(H) BRASS MINI AIR VALVE",PC,70,7
70100394,INA110 HOSE BIB TAP C/W KEY HANDLE,PC,72-D,7
70100395,INA 20018 BIB TAP,PC,72-1,7
70100396,INA1017 BIB TAP,PC,72-1,7
70100397,INA 7027 BIB TAP (WM),PC,72-D,7
70100398,INA 4027 BIB TAP(WM),PC,72-1,7
70100399,INA 3017 BIB TAP ,PC,72-1,7
70100401,"1/2"" CHROME BIB TAP ~ INA 6017 ",PC,72-1,7
70100402,INA 6027 / 1027 CHROME BIB TAP,PC,72-D,7
70100403,"*ABT 2123 BRASS GARDEN TAP 15MM(1/2"")",PC,70,7
70100404,"FARIS 2581 BLUE HANDLE BRASS GARDEN TAP (1/2"")",PC,70,7
70100405,"1/2"" SANWA CHROME GARDEN TAP",PC,70,7
70100406,"3/4"" SANWA CHROME GARDEN TAP",PC,70,7
70100407,CHROME(BRASS) 2 WAY GARDEN TOP : LEON L900,PC,70,7
70100408,"3/4 ""PEGLER"" C.P BALL UNION BIBCOCK",PC,70,7
70100409,"CHROME UNION TAP BELLO 1/2""",PC,70,7
70110206,"20MM(3/4"") PVC BIBTAPE (WHITE)",NOS,70,7
70110405,"15MM(1/2"") PVC BIBTAPE (WHITE)",PC,70,7
70110406,"1/2"" PVC LOOSE KEY BIBTAP",PC,70,7
70110407,"1/2"" L TYPE BRASS SCREW BIB COCK-CHINA",PC,70,7
70110408,"1/2"" QUICK EASY CONNECTION PVC TAP WITH KEY",PC,70,7
70110409,SKT201B-2 SANKI MATT BLACK 2WAY BATHROOM TAP (CT),PC,70,7
70110410,SKT201B-2 SANKI MATT GREY 2WAY BATHROOM TAP (CT),PC,70,7
7011061,"1/2"" SANWA BIB COCK C/W UNION & PADLOCK",PC,70,7
7011063,"1/2"" GP/VOLLA BRASS CHROME BIBCOCK C/W",PC,70,7
7011064,"1/2""(JASON) BRASS CHROME BIBCOCK W. LOCK HOLE",PC,70,7
7011065,"2 WAY BALL COCK 1/2"" X 1/2"" X 3/4""",PC,70,7
7011066,"1/2"" RAMBO BALL TAP W/HOSE",PC,70,7
70111204,"*1/2"" CITY BRASS STOP COCK-BS1010/1011",PC,70,7
70111206,"3/4"" CITY LIGHT DUTY STOP COCK",PC,70,7
70111306,"3/4"" H/D CITY BRASS STOP COCK-BS1010",PC,70,7
70111307,"3/4"" (20MM) 'GEORGE KEROT' BRASS STOP COCK",PC,70,7
70111402,"1/2"" STOP COCKS(CITI BRAND)L/D BS1010  ",PC,70,7
70111403,"1/2"" CITY HD BRASS BIBTAP BS1010",PC,70,7
70111404,"*BRASS CITY LOOSE KEY HD BIB COCK 1/2""",PC,70,7
701140,*SANWA LOCKABLE BALL TAP WITH QUICK COUPLING,PC,70,7
7011401,SANWA FANCY BALL TAP WITH HOSE CONNECTOR (BLUE),PC,70,7
7012060,"3/4""(ART:1005) CITY FERRULE COCK",PC,70,7
7012100,"1"" CITY FERRUCE COCK-ART.1006",PC,70,7
70152040,PN20/DN40 WATER TANK BRASS VALVE ,PC,70,7
7016915,*KUSATSU L SHOWER/AUTO STOP CONNECTOR,PC,70,7
7018001,*323/3# PVC SPRINKLE ,PC,70,7
7019001,*VBPL1 LONG HANDLE BASIN PILLAR TAP,PC,70,7
7019002,V-STN04 SINK FLEXIBLE TAP NOZZLE,PC,70,7
7019003,"FA7 1/2"" FLEXIBLE ARM",PC,70,7
7019004,LEON FLEX HOSE ON OFF SHOWER HEAD-L338,PC,70,7
7019005,"8"" TYPE V FLEXIBLE NOZZLE",PC,70,7
7020000,PVC HOSE + HAND SHOWER 301,SET,70,7
7020001,SY/SS-03 HUNG SINK SPRAY,PC,70,7
70200010,LEON BIDET SPRAY SET- LSSB2110 MATT BLACK,PC,70,7
70200011,LEON S/STEEL CUNMETAL BIDET SPRAY L7000,PC,70,7
7020002,ER02 THAILAND SINK SPRAY,SET,70,7
7020003,SY' TOILET SHOWER HEAD -MIXED COLOUR,PC,70,7
7020004,488 HR51BLB 'DKI' TOILET HAND BIDET- MIXED COLOUR,PC,70,7
7020005,TOILET SPRAYER L300 LEON,PC,70,7
7020006,LEON ABS BIDET SPRAY SET L302#/L143,PC,70,7
7020007,FARIS 2020 TOILET SHOWER MIX COLOUR,SET,70,7
7020008,CS-110 CORSA HAND BIDET SET,SET,70,7
7020009,HAND BIDET + HOSE 401 VITUS 2 WTC,SET,70,7
7020010,TOILET HAND BIDET PVC DKI,PC,70,7
70200404,"1/2"" BALL BIBCOCK WITH HOSE UNION(VOLLA)",PC,70,7
7020131,ACS 31 SINK HOLE COVER (37MM) ,PC,70,7
7020168,"K-168 ""KK BRAND"" CHROME HAND SPRAY SET",SET,70,7
7021001,"SHOWER ARM PVC 1/2"" X 8""",PC,70,7
7021003,"60"" S/S FLEXIBLE HOSE",PC,70,7
7021009,*NO 898 GRACE BIDET HAND SPRAY ,PC,70,7
70210090,"SHOWER ROSE(HD) 8"" X 8""(SQ)",PC,70,7
7021010,ML 012 AC MILANO DOOR GUARD,PC,70-2,7
7021011,"LEON ABS ROUND SHOWER ROSSE WITH ARM-4"" AR-04",SET,70,7
7021012,"LEON ABS SHOWER ROSE WITH ARM 4"" AS-04 (SQ)",SET,70,7
7021013,"LEON ABS SHOWER ROSE WITH ARM 6"" AS-06 (SQ)",SET,70,7
7021014,"LEON ABS SHOWER ROSE WITH ARM 6"" AS-06 (ROUND)",SET,70,7
7021015,VSH15 PVC SHOWER HOSE (GREY) 1.5M,PC,70,7
7021018,*PVC SHOWER HANDLE  ,PC,70,7
7021019,"*8"" PLASTIC CHROME SHOWER ARM-4103#",PC,70,7
7021020,TOILET SHOWER HEAD ONLY,PC,70,7
7021021,"8"" S/S SHOWER ARM",PC,70,7
7021022,"12"" S/S SHOWER ARM",PC,70,7
7021023,"MILANO MSS001 4"" SHOWER ROSE",PC,70-2,7
7021024,"MILANO MSS002 6"" SHOWER ROSE",PC,70-2,7
7021048,"HE48 48"" PVC FLEX SHOWER HOSE",PC,70,7
7021060,"HE60 60"" PVC FLEX SHOWER HOSE",PC,70,7
7021101,B020 BLACK BIDET SET C/W FLEXI HOSE,SET,70,7
7021102,SL 009 SPRING HOSE BIDET SET,SET,70,7
7021104,DM-M01 DOMINO-A8 CHROME HAND SHOWER SET,SET,70,7
7021105,MODEL-071  DOMINO CHROME HAND SHOWER SET   ,SET,70,7
7021106,DM-505M DOMINO MARBLE HAND SHOWER SET,SET,70,7
7021107,DM-506W DOMINO WHITE HAND SHOWER SET,SET,70,7
7021108,*08HSS(AL) VEE HAND SHOWER SET,SET,70,7
7021109,SOWALI BLACK 3 FUNCTION HAND SHOWER - THAILAND,SET,70,7
7021110,SOWALI BLACK LUXURY HAND SHOWER - THAILAND,SET,70,7
7021111,"D-PS11B/YA03,05 BIDET TOILET SHOWER SET-MIXED COLOUR",SET,70,7
7021112,VLT-6028T VAGO M/BLACK BIDET SET,SET,70,7
7021113,V9355 VAGO ABS TOILET BIDET SET,SET,70,7
7021114P,B2020P BLITON S/STEEL MATT BLACK KITCHEN SINK TAP,SET,70,7
7021114W,B2020W BLITON S/STEEL MATT BLACK KITCHEN SINK TAP,SET,70,7
7021115,B2023BA BLITON S/STEEL MATT BLACK TAP,SET,70,7
7021116,B30040 BLITON ABS SHOER SET (SQUARE),SET,70,7
7021117,B9017 BLITON HAND SHOWER,PC,70,7
7021118,B8837 BLITON HAND SHOWER,PC,70,7
7021119,B2320B BLOTION MB TOILET BIDET& BIT TAP SPARY,SET,70,7
7021120,FH 120PH FLEXIBLE HOSE 1200MM WITH HOOK,SET,70,7
70211201,SANLUX BIDET TSEAT E201 WTC AB (MALAYSIA),SET,70,7
7021121,Y112B PORTABLE SHOWER SET(BLACK),SET,70,7
7021122,"B6004 6"" BLITION SQUARE TYPE SHOWER SET",SET,70,7
7021123,"B7124 6"" BLITION ROUND TYPE SHOWER SET",SET,70,7
7021124,B5612G BLOTION SG TOILET BIDET& BIT TAP SPRAY,SET,70,7
702113085,BS 13085 HAND SHOWER (ADJUSTABLE),SET,72-9,7
702113101,BS 13101 HAND SHOWER,SET,72-9,7
70211406,HE-406 SHOWER SET,SET,70,7
70211501,"HE-501 SHOWER SET C/W 9"" ARM",PC,70,7
702115030,HE-503 SHOWER SET,SET,70,7
702115031,HE-503A SHOWER SET,SET,70,7
70211504,HE-504 SHOWER SET  ,SET,70,7
70211603,"HE-603 SHOWER SET C/W 9"" ARM",SET,70,7
702116650,6650 VIP HAND BIDETS,SET,70-1,7
702116651,6651 VIP HAND BIDET SET,SET,70-1,7
702116653,6653 VIP HAND BIDETS,SET,70-1,7
702116654,6654 VIP HAND BIDETS,SET,70-1,7
702116655,6655 VIP HAND BIDET SET,PC,70-1,7
702116660,*6660 VIP HAND BIDET SET,PC,70-1,7
702116666,6666 VIP HAND BIDET SET,SET,70-1,7
702119371,SH HS19371P HAND SHOWER SET,SET,72-9,7
702119380,SH 19380P HAND SHOWER SET,SET,72-9,7
70212001,"3"" S338 S/STEEL SHOWER HEAD ONLY",PC,70,7
70212002,"3"" S338 S/STEEL SHOWER C/W FLEX HOSE SET",SET,70,7
70212008,"ORTONALI 8"" ROUND SHOWER HEAD",PC,70,7
70212010,"ORTONALI 10"" ROUND SHOWER HEAD",PC,70,7
70212018,"ORTONALI 8"" SQUARE SHOWER HEAD",PC,70,7
70212100,SL 1100# RAIN SHOWER HEAD-ROUND,PC,70,7
70212110,"ORTONALI 10"" SQUARE SHOWER HEAD",PC,70,7
70212118,"SH RS-F11B 8"" SHOWER HEAD (ROUND)   ",PC,70,7
7021230,BL2308B BLITON 4 IN 1  ABS HAND SHOWER SET ,SET,70,7
70212407,BLZ SM2407 SHOWER MIXER WITH DIVERTOR,SET,72-9,7
70212807,BLZ SM2807 SHOWER MIXER W/DIVERTOR,SET,72-9,7
70212900,BLZ SM2900 BATH MIXER,PC,72-9,7
70213300,"8""(SH RS8000) RAIN SHOWER SET(ROUND)",SET,70,7
70213700,*(SH HS8088) SHOWER SET + FLEXIBLE HOSE (ROUND),SET,70,7
70213701,SH HS 301 HAND SHOWER+FLEX.HOSE,SET,72-9,7
70213702,SH HS223 SHOWER SET + FLEXIBLE HOSE (ROUND),SET,72-9,7
70213703,SH HS4201 SHOWER SET + FLEXIBLE HOSE (ROUND),SET,72-9,7
70214000,"4"" CHROMED SHOWER HEAD",PC,70,7
70214001,"4"" S/S SHOWER HEAD",PC,70,7
70214007,HSS4007 HAND SHOWER SYSTEM,SET,70,7
7021401,*401R(8 FUNCTION) MASSAGE SHOWER,SET,70,7
7021405,"SH RS05 3-1/2"" SHOWER HEAD (ROUND)",SET,72-9,7
70214301,SH HS4301# SHOWER SET + FLEXIBLE HOSE (ROUND),SET,70,7
702147,"SH RS-B47S-SA 8"" RAIN SHOWER SET (SQUARE)+ SHOWER ARM",SET,72-9,7
7021472,SH RS-B47R-SA RAIN SHOWER W/ARM (ROUND),SET,72-9,7
70215000,4107 PVC SHOWER HEAD,PC,70,7
70216000,SH RS6000 RAIN SHOWER SET (ROUND)+ SHOWER ARM,SET,72-9,7
70216004,"SH RS6004SA 6"" RAIN SHOWER SET (SQUARE)+ SHOWER ARM",SET,72-9,7
70216006,"SH RS6006 6"" RAIN SHOWER ONLY (ROUND)",SET,72-9,7
7021609,CQ-0609 SHOWER WALL SHELF,PC,70,7
70217000,SUNSO SHOWER HEAD SRS7000,PC,70,7
70217012,SS1.2 SUNSO DOUBLE BUCKLE SHOWER HOSE,PC,70,7
70217027,JL 7027C(5 FUNCTION) CHROME HAND SHOWER SET,SET,70,7
70218000,BS HB8000DB/BS HB8000PK HAND SPRAY SET + HOSE (120CM)-DARK BLUE,SET,72-9,7
70218004,"SH RS8004SA 8"" RAIN SHOWER W/ARM",SET,72-9,7
70218160,BS-HB8160 HAND SPRAY SET + HOSE (120CM),SET,72-9,7
70218170,BS8170P BIDET SET WITH HOSE (120CM),SET,72-9,7
70218200,BS-HB8200 BRASS HAND SPRAY (120CM),SET,72-9,7
70218339,"6""SH RS8339 RAIN SHOWER SET + SHOWER ARM",SET,72-9,7
70218408,BLZ SM8408 SHOWER MIXER W/DIVERTOR,SET,72-9,7
70218821,BZ-8821-C(400MM) SHOWER ARM,PC,72-9,7
70219080,"JL 9080CR 6"" SHOWER ROSE W ARM",SET,70,7
7022001,M'SIA PVC TELEPHONE SHOWER SET SY,SET,70,7
7022002,"6"" (155MM) TECHPLAS PLASTIC GRATING",PC,70,7
7022003,PLS-005# CORDA CERAMIC GRATING,PC,70,7
7022004,"LEON FG606 6"" X 6"" S/STEEL GRATING W/TRAP",SET,70,7
7022005,"6"" X 6"" VINYI PLASTIC FILTER GRATING",PC,70,7
7022007,"BS FGS0606 FILTER GRATING (6""X6"")",PC,70,7
7022010,"4"" P.V.C. FLOOR GRATING (SQUARE)",PC,70,7
7022011,"4"" PVC FLOOR GRATING - SINGLE ROUND",PC,70,7
70220110,110MM SUS304 OUTDOOR FLOOR GRATING STRAINER,PC,70,7
7022012,"*4"" X 4"" UNI/SAKURA S/S FLOOR GRATING ",PC,70,7
7022013,"6"" X 6"" DAI-CHI S/S 304# SQ. FLOOR GRATING WITH SCREW",PC,70,7
7022014,"6"" X 6"" VIP SQUARE S/S 304 DOUBLE GRATING",PC,70,7
7022015,"6"" X 6"" DKI S/STEEL DOUBLE SQUARE GRATING",PC,70,7
70220150,150MM SUS304 OUTDOOR FLOOR GRATING STRAINER,PC,70,7
7022016,"6"" X 6"" SQUARE PVC FLOOR GRATING",PC,70,7
7022017,"4"" PVC FLOOR GRATING - DOUBLE ROUND",PC,70,7
7022018,"6"" X 6"" S/STEEL FLOOR GRATING C/W TRAY",PC,70,7
7022019,MITCO FLOOR GRATING MT777,PC,70,7
7022020,"6"" X 6"" S/S SEALED TIGHT FLOOR GRATING",PC,70,7
7022021,"4"" X 4"" SELF-CLOSE BRASS BOTTOM SUS304 FLOOR GRATING",PC,70,7
70221001,ACS 37 FILTER CONNECTOR ,PC,70,7
7022130,"3"" INSECT GATE TRAP    ",PC,70,7
70221311,FG-1311 LEON FLOOR GRATING ,PC,70,7
70221498,SG-1498# RABICO CP HAND SHOWER SET,SET,70,7
7022150,"LEON S/STEEL FLOOR GRATING W/TRAP 6"" X 6"" ",PC,70,7
7022151,"4"" TAI S/S ROUND GRATING",PC,70,7
7022152,"SL SEALTED TIGHT 4"" X 4"" S/S GRATING",PC,70,7
7022563,"CTS-563 B 6"" CORSA SHOWER HEAD BLK",PC,70,7
70226002,KHZ-6002 RABICO MB HAND SGIWER SET,SET,70,7
70231001,1001# RABICO BLACK HAND SHOWER SET (PRESSURE),SET,70,7
70231002,1002# RABICO BLACK HAND SHOWER SET (PRESSURE),SET,70,7
70231201,"1-1/4"" BASIN WASTE",PC,70,7
7023140,"1-1/2"" A GRADE PVC WATER WASTE PLUG & CHAIN  ",PC,70,7
70231401,"*1-1/2"" BASIN WASTE",PC,70,7
70231402,"2-1/2"" SINK WASTE",PC,70,7
70231403,"2-1/2"" OK SINK WASTE",PC,70,7
70231404,OTO #2310 BRASS WASTE,PC,70,7
70231405,OTO #2316 GLASS WASTE,PC,70,7
70231406,8110# 2-1/2 KITCHEN SINK WASTER WITH BASKET,PC,70,7
70231407,"4"" H/DUTY PVC SINK WASTE",PC,70,7
70231408,P114 'A-CLASS' BASIN WASTE (POP-UP)(??),PC,70,7
70231409,P119 'A-CLASS' BASIN WASTE (POP-UP)??),PC,70,7
70231410,"2-1/2"" HD LATERAL FLOW WASTE",PC,70,7
70231411,"1-1/4"" WASTE C/W SS BOLT & COPPER NUT",PC,70,7
70231412,"1-1/2"" WASTE C/W SS BOLT & COPPER NUT",PC,70,7
70231413,SL 1-1/4' PVC+SS POP UP WASTE OVER FLOW,PC,70,7
70231414,SL 1-1/4' S/STEEL POP UP WASTE OVER FLOW,PC,70,7
70231424,"2-1/2"" X 1-1/2"" FULL S/S SINK WASTE [BIG]",PC,70,7
7023145,"SK-W-45 KITCHEN SINK WASTE 4.5"" ",PC,70,7
70233018,"MITCO S/S SINK WASTE MW018 110MMX 2-1/2""",PC,70,7
70233033,3033 BASKET SINK WASTE,PC,70,7
7023304,SK W304 S/STEEL KITCHEN SINK WASTE,PC,70,7
70234121,FK-20SWO SPRING WASTE WITH OVER FLOW,PC,70,7
70234122,FK-20S SPRING WASTE WITOUT OVER FLOW,PC,70,7
7024001,*R-001 REX SPARE O-RING,PKT,70,7
7024002,"O-BUSE 1/2"" RUBBER WASHER (3PCS)",PKT,70,7
7024003,WATER INLET FITTING,PC,70,7
7024004,"1/2"" PVC TAP WASHER STOPPER",PC,70,7
7024005,CARTRIDGE SPARE DISC ,PKT,70,7
7024006,100MM WC FLEXIBLE TRAP,PC,70,7
7024007,"1-1/4"" PVC FLEXIBLE OUTLET HOSE",ROLL,70,7
7024008,"1-1/2"" PVC FLEXIBLE OUTLET HOSE",ROLL,70,7
7024009,WATER INLET ADAPTOR,PC,70,7
7024010,"BASIN TAP JOPEX PVC 1/2"" PT05CW",PC,70,7
70240111,C-111/ACS15 O-RING FOR SINK TAP ,PKT,70,7
7024014,"1/2"" PVC BALLVALVE WASHER ",PC,70,7
70240301,"1/2"" WATER METER WASHER (RED)",PC,70,7
70240401,"1/2"" WATER TAP WASHER",PC,70,7
70240601,"3/4"" WATER TAP WASHER",PC,70,7
70250401,"1/2""  WATER METER C/W FITTING",SET,70,7
7026001,"15MM(1/2"") ""HOSTAFON"" SEALING TAPE",ROLL,70,7
70260011,"15MM(1/2"") X 8M SEAL TAPE (CHEAP)",ROLL,70,7
7026002,"3/4"" X (19M) X 15M SEAL TAPE",ROLL,70,7
70260021,"3/4"" SEAL TAPE",PC,70,7
7026003,*2CM X 38CM HIGHPOWER BATHROOM ANTI SLIP TAPE,PACK,70,7
7026004,"*2"" X 18MTR ANTI SLIP TAPE - BLACK",ROLL,70,7
7026005,"2"" X 5MTR ANTI SLIP TAPE - BLACK",ROLL,70,7
7027001,50MM PUSH BUTTOM DUAL ONE PIECE VALVE CJOV3009,PC,70,7
7027002,65MM PUSH BUTTOM DUAL ONE PIECE VALVE CJOV3009-C6,PC,70,7
7028001,WALL SINK TAP I301 105 WTC,PC,70,7
7028002,PILLAR SINK TAP I301 105 WTC,PC,70,7
7028003,HEALTH FAUCET 501 VALIOX+HOSE WTC,PC,70,7
70293019,ACS143S SOCKET SPRAY (SILVER),PC,72-9,7
703010050,HR 50 KING KONG S/S WATER TANK VERTICAL WITH STAND,UNIT,70,7
703010085,HR 85 KING KONG S/S WATER TANK VERTICAL WITH STAND,UNIT,70,7
703010100,HR 100 KING KONG S/S WATER TANK VERTICAL WITH STAND,UNIT,70,7
703020050,HS 50 KING KONG S/S WATER TANK VERTICAL WITHOUT STAND,UNIT,70,7
703020080,HS 80 KING KONG S/S WATER TANK VERTICAL WITHOUT STAND,UNIT,70,7
703020085,HS 85 KING KONG S/S WATER TANK VERTICAL WITHOUT STAND,UNIT,70,7
703020100,HS 100 KING KONG S/S WATER TANK VERTICAL WITHOUT STAND,UNIT,70,7
703030100,ZR100 KING KONG S/S WATER TANK HORIZONTAL WITH STAND,UNIT,70,7
703030150,ZR150 KING KONG S/S WATER TANK HORIZONTAL WITH STAND,UNIT,70,7
70304001,"1/2"" CITY BALL VALVE C/W FITTING",NOS,70,7
7047001,LEON S/STEEL GUNMETAL TWIN ARM WALL SINK TAP-L7521WG,PC,70,7
7047002,LEON S/STEEL GUNMETAL TWIN ARMPILLAR SINK TAP-L7522PG,PC,70,7
7047003,LEON S/STEEL GUNMETAL WALL SINK TAP-L7501WG,PC,70,7
7047004,LEON S/STEEL GUNMETAL PILLAR  SINK TAP-L7502PG,PC,70,7
7047005,LEON S/STEEL GUNMETAL 2 WAY TAP-L7506G,PC,70,7
7047006,LEON S/STEEL GUNMETAL BIBTAP-L7503G,PC,70,7
7047007,LEON SUS 304 BIBTAP MB-LSSB201,PC,70,7
7047008,LEON SUS 304 2WAY BIBTAP MB-LSS202A,PC,70,7
7047009,LEON SUS 304 2WAY PILLER SINK TAP MB-LSSB2202P,PC,70,7
7047010,LEON SUS 304 2WAY WALL SINK TAP MB-LSSB2201W,PC,70,7
7047011,LEON S/STEEL FLEX TWIN ARM SINK TAP-SSMB-823WF,PC,70,7
7047012,LEON S/STEEL FLEX TWIN ARM SINK TAP-SSMB-824PF,PC,70,7
7047013,LEON S/STEEL GUNMETAL FLEX TWIN ARM PILLAR SINK TAP-L7529PG,PC,70,7
7047014,LEON S/STEEL GUNMETAL FLEX TWIN ARM WALL SINK TAP-L7528WG,PC,70,7
7047015,LEON S/STEEL GUNMETAL FLEX ARM PILLAR SINK TAP-L7509PG,PC,70,7
7047016,LEON S/STEEL WALL BASIN TAP -SSMB-805,PC,70,7
7047017,LEON 1H+1F SINK TAP L8336P,PC,70,7
